Id,Name,Platform_x,Publisher_x,Genre,ESRB_Rating,Platform_y,Publisher_y,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
140,The Sims 3,PC,Electronic Arts,Simulation,T,PS3,Electronic Arts,The Sims Studio,8.1,,,2.03,0.73,0.96,0.02,0.31,2010.0
140,The Sims 3,PC,Electronic Arts,Simulation,T,Wii,Electronic Arts,The Sims Studio,,,,1.46,0.61,0.7,,0.15,2010.0
140,The Sims 3,PC,Electronic Arts,Simulation,T,3DS,Electronic Arts,The Sims Studio,5.6,,,0.77,0.3,0.38,0.03,0.07,2011.0
140,The Sims 3,PC,Electronic Arts,Simulation,E10,DS,Electronic Arts,The Sims Studio,7.5,,,0.67,0.38,0.23,,0.06,2010.0
140,The Sims 3,PC,Electronic Arts,Simulation,T,OSX,Electronic Arts,Edge of Reality,,,,,,,,,2009.0
140,The Sims 3,PC,Electronic Arts,Simulation,,WinP,Electronic Arts,Edge of Reality,,,,,,,,,2010.0
140,The Sims 3,PC,Electronic Arts,Simulation,T,And,Electronic Arts,Edge of Reality,,,,,,,,,2010.0
141,Grand Theft Auto: Liberty City Stories,PSP,Rockstar Games,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.8,,,7.72,2.9,2.83,0.24,1.74,2005.0
141,Grand Theft Auto: Liberty City Stories,PSP,Rockstar Games,Action,M,PS2,Rockstar Games,Rockstar Leeds,8.3,,,3.54,1.56,1.4,0.07,0.5,2006.0
141,Grand Theft Auto: Liberty City Stories,PSP,Rockstar Games,Action,M,PSN,Rockstar Games,Rockstar Leeds,9.0,,,,,,,,2009.0
142,Pac-Man,2600,Atari,Puzzle,,2600,Atari,Atari,,,7.7,,,,,,1982.0
142,Pac-Man,2600,Atari,Puzzle,,NES,Namco,Namco,,,,1.22,0.27,0.08,0.85,0.02,1993.0
142,Pac-Man,2600,Atari,Puzzle,,GG,Namco,Namco,,,,,,,,,1991.0
142,Pac-Man,2600,Atari,Puzzle,E,XBL,Namco Bandai,Namco Bandai Games,7.0,,,,,,,,2006.0
142,Pac-Man,2600,Atari,Puzzle,E,VC,Namco Bandai,Namco,,,,,,,,,2007.0
142,Pac-Man,2600,Atari,Puzzle,,GB,Namco,Namco,,,,,,,,,1991.0
142,Pac-Man,2600,Atari,Puzzle,,5200,Atari,Atari,,,,,,,,,1982.0
142,Pac-Man,2600,Atari,Puzzle,E,3DS,Namco Bandai,Bandai Namco Games,5.0,,,,,,,,2011.0
142,Pac-Man,2600,Atari,Misc,,Arc,Midway,Unknown,,,,,,,,,1980.0
142,Pac-Man,2600,Atari,Puzzle,,Int,Atarisoft,Atari,,,,,,,,,1983.0
143,God of War III,PS3,Sony Computer Entertainment,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,9.2,9.4,5.2,,,,,,2010.0
145,The Legend of Zelda: Ocarina of Time,N64,Nintendo,Adventure,E,N64,Nintendo,Nintendo EAD,9.9,10.0,7.6,,,,,,1998.0
145,The Legend of Zelda: Ocarina of Time,N64,Nintendo,Adventure,E,VC,Nintendo,Nintendo EAD,8.9,,,,,,,,2007.0
145,The Legend of Zelda: Ocarina of Time,N64,Nintendo,Adventure,,iQue,Unknown,Nintendo EAD,,,,,,,,,2007.0
146,Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,8.6,,,7.58,3.78,2.17,1.31,0.31,1997.0
146,Crash Bandicoot 2: Cortex Strikes Back,PS,Sony Computer Entertainment,Platform,E,PSN,Sony Computer Entertainment,Naughty Dog,,,,,,,,,2008.0
147,Call of Duty: Advanced Warfare,PS4,Activision,Shooter,M,PS4,Activision,Sledgehammer Games,8.5,,,7.53,2.84,3.34,0.14,1.22,2014.0
147,Call of Duty: Advanced Warfare,PS4,Activision,Shooter,M,XOne,Activision,Sledgehammer Games,8.3,,,5.22,3.25,1.49,0.01,0.48,2014.0
147,Call of Duty: Advanced Warfare,PS4,Activision,Shooter,M,X360,Activision,High Moon Studios,9.1,,,4.34,2.81,1.13,0.0,0.41,2014.0
147,Call of Duty: Advanced Warfare,PS4,Activision,Shooter,M,PS3,Activision,High Moon Studios,9.1,,,4.27,1.59,1.81,0.2,0.67,2014.0
147,Call of Duty: Advanced Warfare,PS4,Activision,Shooter,M,PC,Activision,Sledgehammer Games,8.6,,,0.42,0.17,0.22,,0.03,2014.0
148,Call of Duty: World at War,X360,Activision,Shooter,M,X360,Activision,Treyarch,8.5,7.8,,7.5,4.88,1.91,,0.71,2008.0
148,Call of Duty: World at War,X360,Activision,Shooter,M,PS3,Activision,Treyarch,8.4,,,5.43,2.75,1.84,,0.84,2008.0
148,Call of Duty: World at War,X360,Activision,Shooter,M,Wii,Activision,EXAKT Entertainment,8.1,8.9,,1.94,1.17,0.58,,0.18,2008.0
148,Call of Duty: World at War,X360,Activision,Shooter,T,DS,Activision,n-Space,7.4,,,0.89,0.56,0.25,,0.08,2008.0
148,Call of Duty: World at War,X360,Activision,Shooter,M,PC,Activision,Treyarch,8.6,,,0.18,0.02,0.14,,0.02,2008.0
149,Super Mario Bros. 2,NES,Nintendo,Platform,,NES,Nintendo,Nintendo EAD,,,7.46,,,,,,1988.0
149,Super Mario Bros. 2,NES,Nintendo,Platform,E,VC,Nintendo,Nintendo EAD,8.5,,,,,,,,2007.0
150,Super Mario Galaxy 2,Wii,Nintendo,Platform,E,Wii,Nintendo,Nintendo EAD Tokyo,9.7,9.8,7.41,,,,,,2010.0
151,Super Smash Bros. Melee,GC,Nintendo,Fighting,T,GC,Nintendo,HAL Laboratory,9.2,,7.41,,,,,,2001.0
153,Battlefield 3,X360,Electronic Arts,Shooter,M,X360,Electronic Arts,Dice,8.5,,,7.35,4.47,2.12,0.06,0.69,2011.0
153,Battlefield 3,X360,Electronic Arts,Shooter,M,PS3,Electronic Arts,Dice,8.5,,,7.21,2.86,2.94,0.35,1.07,2011.0
153,Battlefield 3,X360,Electronic Arts,Shooter,M,PC,Electronic Arts,Dice,8.9,,,2.76,0.89,1.44,,0.43,2011.0
157,Battlefield 3,PS3,Electronic Arts,Shooter,M,X360,Electronic Arts,Dice,8.5,,,7.35,4.47,2.12,0.06,0.69,2011.0
157,Battlefield 3,PS3,Electronic Arts,Shooter,M,PS3,Electronic Arts,Dice,8.5,,,7.21,2.86,2.94,0.35,1.07,2011.0
157,Battlefield 3,PS3,Electronic Arts,Shooter,M,PC,Electronic Arts,Dice,8.9,,,2.76,0.89,1.44,,0.43,2011.0
154,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,3DS,Nintendo,Role-Playing,E10,3DS,Nintendo,Level 5,,,7.03,,,,,,2016.0
155,The Legend of Zelda: Twilight Princess,Wii,Nintendo,Adventure,T,Wii,Nintendo,Nintendo EAD,9.5,9.6,7.26,,,,,,2006.0
155,The Legend of Zelda: Twilight Princess,Wii,Nintendo,Adventure,T,GC,Nintendo,Nintendo EAD,9.5,,1.43,,,,,,2006.0
156,Battlefield 1,PS4,Electronic Arts,Shooter,M,PS4,Electronic Arts,EA DICE,,,,7.26,2.2,3.65,0.29,1.12,2016.0
156,Battlefield 1,PS4,Electronic Arts,Shooter,M,XOne,Electronic Arts,EA DICE,,,,5.13,3.37,1.26,0.02,0.48,2016.0
156,Battlefield 1,PS4,Electronic Arts,Shooter,,PC,Electronic Arts,EA DICE,,,,0.77,0.3,0.41,,0.06,2016.0
158,Need for Speed Underground,PS2,Electronic Arts,Racing,E,PS2,Electronic Arts,EA Black Box,8.6,,,7.2,3.27,2.83,0.08,1.02,2003.0
158,Need for Speed Underground,PS2,Electronic Arts,Racing,E,XB,Electronic Arts,EA Black Box,,,,1.71,1.09,0.55,,0.07,2003.0
158,Need for Speed Underground,PS2,Electronic Arts,Racing,E,GC,Electronic Arts,EA Black Box,,,,1.21,0.69,0.48,0.01,0.03,2003.0
158,Need for Speed Underground,PS2,Electronic Arts,Racing,E,GBA,Electronic Arts,Pocketeers,,,,0.29,0.21,0.08,,0.01,2003.0
159,The Binding of Isaac,PC,Edmund McMillen,Action,,PC,Edmund McMillen,Edmund McMillen,8.3,,7.17,,,,,,2011.0
159,The Binding of Isaac,PC,Edmund McMillen,Action,,OSX,Edmund McMillen,Edmund McMillen,,,,,,,,,2011.0
159,The Binding of Isaac,PC,Edmund McMillen,Action,,Linux,Edmund McMillen,Edmund McMillen,,,,,,,,,2011.0
160,Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,9.3,,,7.13,3.68,1.75,1.42,0.28,1998.0
160,Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment,Platform,E,PSN,Sony Computer Entertainment,Naughty Dog,,,,,,,,,2008.0
162,Need for Speed Underground 2,PS2,Electronic Arts,Racing,E,PS2,Electronic Arts,EA Black Box,8.3,,,6.9,2.71,3.02,0.08,1.09,2004.0
162,Need for Speed Underground 2,PS2,Electronic Arts,Racing,E,XB,Electronic Arts,EA Black Box,,,,2.28,1.38,0.8,,0.1,2004.0
162,Need for Speed Underground 2,PS2,Electronic Arts,Racing,E,GC,Electronic Arts,EA Black Box,,,,1.14,0.7,0.39,0.01,0.03,2004.0
162,Need for Speed Underground 2,PS2,Electronic Arts,Racing,E,GBA,Electronic Arts,Pocketeers,,,,0.43,0.31,0.12,,0.01,2004.0
162,Need for Speed Underground 2,PS2,Electronic Arts,Racing,E,DS,Electronic Arts,Pocketeers,,,,0.13,0.11,0.02,,0.01,2005.0
162,Need for Speed Underground 2,PS2,Electronic Arts,Racing,E,PC,Electronic Arts,EA Black Box,,,,0.07,,0.06,,0.01,2004.0
163,Just Dance 4,Wii,Ubisoft,Music,E10,Wii,Ubisoft,Ubisoft,,,,6.89,4.05,2.21,,0.62,2012.0
163,Just Dance 4,Wii,Ubisoft,Music,E10,X360,Ubisoft,Ubisoft,,,,1.21,0.9,0.19,,0.12,2012.0
163,Just Dance 4,Wii,Ubisoft,Music,E10,PS3,Ubisoft,Ubisoft,,,,0.45,0.26,0.11,,0.08,2012.0
163,Just Dance 4,Wii,Ubisoft,Music,E10,WiiU,Ubisoft,Ubisoft,,,,0.38,0.21,0.14,,0.03,2012.0
164,Mario Kart: Double Dash!!,GC,Nintendo,Racing,E,GC,Nintendo,Nintendo EAD,8.5,,6.88,,,,,,2003.0
165,Medal of Honor: Frontline,PS2,Electronic Arts,Shooter,T,PS2,Electronic Arts,EA Los Angeles,9.0,,,6.83,2.93,2.75,0.17,0.99,2002.0
165,Medal of Honor: Frontline,PS2,Electronic Arts,Shooter,T,XB,Electronic Arts,EA Los Angeles,,,,1.49,1.0,0.43,,0.06,2002.0
165,Medal of Honor: Frontline,PS2,Electronic Arts,Shooter,T,GC,Electronic Arts,EA Los Angeles,8.0,,,0.59,0.46,0.12,,0.02,2002.0
165,Medal of Honor: Frontline,PS2,Electronic Arts,Shooter,T,PSN,Electronic Arts,EA Los Angeles,,,,,,,,,2011.0
166,Crash Bandicoot,PS,Sony Computer Entertainment,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,7.8,,6.82,,,,,,1996.0
166,Crash Bandicoot,PS,Sony Computer Entertainment,Platform,E,PSN,Sony Computer Entertainment,Naughty Dog,,,,,,,,,2006.0
167,Zumba Fitness,Wii,Majesco,Sports,E,Wii,Majesco,"Pipeworks Software, Inc.",,,,6.76,3.47,2.62,,0.67,2010.0
167,Zumba Fitness,Wii,Majesco,Sports,E,X360,Majesco,"Pipeworks Software, Inc.",,,,2.39,1.74,0.45,,0.2,2010.0
167,Zumba Fitness,Wii,Majesco,Sports,E,PS3,Majesco,"Pipeworks Software, Inc.",,,,0.57,0.28,0.21,,0.07,2010.0
168,Uncharted 2: Among Thieves,PS3,Sony Computer Entertainment,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,9.5,9.6,,6.74,3.28,2.22,0.21,1.02,2009.0
170,FIFA Soccer 12,PS3,EA Sports,Sports,E,PS3,EA Sports,EA Canada,9.2,,,6.65,0.84,4.33,0.11,1.37,2011.0
170,FIFA Soccer 12,PS3,EA Sports,Sports,E,X360,EA Sports,EA Canada,9.2,,,4.18,0.85,2.79,0.02,0.52,2011.0
170,FIFA Soccer 12,PS3,EA Sports,Sports,E,Wii,EA Sports,EA Canada,,,,0.76,0.15,0.51,,0.1,2011.0
170,FIFA Soccer 12,PS3,EA Sports,Sports,E,PSP,EA Sports,EA Canada,,,,0.53,0.12,0.26,0.02,0.13,2011.0
170,FIFA Soccer 12,PS3,EA Sports,Sports,E,PC,EA Sports,EA Canada,9.1,,,0.46,0.04,0.33,,0.09,2011.0
170,FIFA Soccer 12,PS3,EA Sports,Sports,E,3DS,EA Sports,EA Canada,7.0,,,0.39,0.08,0.27,,0.04,2011.0
170,FIFA Soccer 12,PS3,EA Sports,Sports,E,PS2,EA Sports,EA Canada,,,,0.09,,0.02,,0.06,2011.0
171,FIFA 14,PS3,EA Sports,Sports,E,PS3,EA Sports,EA Canada,,,,6.61,0.79,4.77,0.07,0.98,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,X360,EA Sports,EA Canada,,,,4.15,0.94,2.92,0.01,0.29,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,PS4,EA Sports,EA Canada,,,,3.43,0.62,2.18,0.12,0.51,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,XOne,EA Sports,EA Canada,,,,1.31,0.44,0.78,,0.1,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,PSV,EA Sports,EA Canada,,,,0.5,0.08,0.3,0.01,0.11,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,Wii,EA Sports,EA Canada,,,,0.42,,0.4,,0.02,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,PC,EA Sports,EA Canada,,,,0.38,0.01,0.35,,0.02,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,3DS,EA Sports,EA Canada,,,,0.26,,0.25,,0.01,2013.0
171,FIFA 14,PS3,EA Sports,Sports,E,PSP,EA Sports,EA Canada,,,,0.25,,0.19,,0.05,2013.0
171,FIFA 14,PS3,EA Sports,Sports,,And,EA Sports,EA mobile,,,,,,,,,2014.0
171,FIFA 14,PS3,EA Sports,Sports,,PS2,EA Sports,EA Canada,,,,,,,,,2013.0
172,Red Dead Redemption,PS3,Rockstar Games,Action,M,PS3,Rockstar Games,Rockstar San Diego,9.5,,,6.57,2.82,2.58,0.17,1.0,2011.0
172,Red Dead Redemption,PS3,Rockstar Games,Action,M,X360,Rockstar Games,Rockstar San Diego,9.5,10.0,,6.5,3.77,2.03,0.09,0.6,2010.0
172,Red Dead Redemption,PS3,Rockstar Games,Action,M,XBL,Rockstar Games,Rockstar San Diego,,,,,,,,,2010.0
172,Red Dead Redemption,PS3,Rockstar Games,Action,,PSN,Unknown,Rockstar San Diego,,,,,,,,,
178,Red Dead Redemption,X360,Rockstar Games,Action,M,PS3,Rockstar Games,Rockstar San Diego,9.5,,,6.57,2.82,2.58,0.17,1.0,2011.0
178,Red Dead Redemption,X360,Rockstar Games,Action,M,X360,Rockstar Games,Rockstar San Diego,9.5,10.0,,6.5,3.77,2.03,0.09,0.6,2010.0
178,Red Dead Redemption,X360,Rockstar Games,Action,M,XBL,Rockstar Games,Rockstar San Diego,,,,,,,,,2010.0
178,Red Dead Redemption,X360,Rockstar Games,Action,,PSN,Unknown,Rockstar San Diego,,,,,,,,,
173,Tomodachi Life,3DS,Nintendo,Simulation,E,3DS,Nintendo,Nintendo,7.8,,6.4,,,,,,2014.0
174,Donkey Kong Country Returns,Wii,Nintendo,Platform,E,Wii,Nintendo,Retro Studios,8.6,,6.53,,,,,,2010.0
175,The Legend of Zelda,NES,Nintendo,Adventure,,NES,Nintendo,Nintendo EAD,,,6.51,,,,,,1987.0
175,The Legend of Zelda,NES,Nintendo,Adventure,E,VC,Nintendo,Nintendo EAD,9.0,,,,,,,,2006.0
176,Assassin's Creed III,PS3,Ubisoft,Action-Adventure,M,PS3,Ubisoft,Ubisoft Montreal,8.8,,,6.5,2.65,2.61,0.16,1.08,2012.0
176,Assassin's Creed III,PS3,Ubisoft,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,,,,5.31,3.13,1.71,0.03,0.45,2012.0
176,Assassin's Creed III,PS3,Ubisoft,Action-Adventure,M,PC,Ubisoft,Ubisoft Montreal,8.6,,,0.89,0.28,0.54,,0.07,2012.0
176,Assassin's Creed III,PS3,Ubisoft,Action-Adventure,M,WiiU,Ubisoft,Ubisoft Montreal,7.7,,,0.36,0.19,0.14,,0.03,2012.0
177,Guild Wars,PC,NCSoft,Role-Playing,T,PC,NCSoft,ArenaNet,8.7,,6.5,,,,,,2005.0
180,Final Fantasy XII,PS2,Square Enix,Role-Playing,T,PS2,Square Enix,Square Enix,9.4,9.5,6.4,,,,,,2006.0
182,Halo 3: ODST,X360,Microsoft Game Studios,Shooter,M,X360,Microsoft Game Studios,Bungie,8.7,,,6.35,4.34,1.34,0.06,0.61,2009.0
182,Halo 3: ODST,X360,Microsoft Game Studios,Shooter,M,XBL,Microsoft Game Studios,Bungie,,,,,,,,,2011.0
184,FIFA 15,PS4,EA Sports,Sports,E,PS4,EA Sports,EA Canada,8.1,,,6.32,0.83,4.49,0.05,0.94,2014.0
184,FIFA 15,PS4,EA Sports,Sports,E,PS3,EA Sports,EA Canada,6.9,,,4.56,0.59,3.25,0.04,0.68,2014.0
184,FIFA 15,PS4,EA Sports,Sports,E,X360,EA Sports,EA Canada,6.9,,,2.91,0.8,1.9,,0.21,2014.0
184,FIFA 15,PS4,EA Sports,Sports,E,XOne,EA Sports,EA Canada,7.9,,,2.19,0.64,1.39,,0.16,2014.0
184,FIFA 15,PS4,EA Sports,Sports,E,PSV,EA Sports,EA Canada,,,,0.66,0.09,0.38,0.06,0.13,2014.0
184,FIFA 15,PS4,EA Sports,Sports,E,Wii,EA Sports,EA Canada,,,,0.57,0.15,0.37,,0.04,2014.0
184,FIFA 15,PS4,EA Sports,Sports,E,3DS,EA Sports,EA Canada,,,,0.52,0.09,0.39,,0.03,2014.0
184,FIFA 15,PS4,EA Sports,Sports,E,PC,EA Sports,EA Canada,7.0,,,0.3,,0.28,,0.02,2014.0
185,Kingdom Hearts,PS2,Square EA,Role-Playing,E,PS2,Square EA,SquareSoft,8.5,,6.3,,,,,,2002.0
186,Street Fighter II: The World Warrior,SNES,Capcom,Fighting,,SNES,Capcom,Capcom,,,6.3,,,,,,1992.0
186,Street Fighter II: The World Warrior,SNES,Capcom,Fighting,T,VC,Capcom,Capcom,,,,,,,,,2006.0
187,Driver,PS,GT Interactive,Action,T,PS,GT Interactive,Reflections Interactive,8.5,,,6.27,3.11,2.8,0.02,0.33,1999.0
187,Driver,PS,GT Interactive,Action,T,PC,GT Interactive,Reflections Interactive,8.5,,,0.0,,0.0,,,2000.0
187,Driver,PS,GT Interactive,Action,,PSN,Ubisoft,Reflections Interactive,8.8,,,,,,,,2008.0
187,Driver,PS,GT Interactive,Action,E,GB,Infogrames,Crawfish Interactive,,,,,,,,,2000.0
189,Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,E,3DS,Nintendo,Next Level Games,8.6,,5.75,,,,,,2013.0
190,Big Brain Academy,DS,Nintendo,Misc,E,DS,Nintendo,Nintendo EAD,7.7,,6.15,,,,,,2006.0
192,Metal Gear Solid 2: Sons of Liberty,PS2,Konami,Action,M,PS2,Konami,Konami Computer Entertainment Japan,9.5,7.0,,6.05,2.45,2.01,0.87,0.72,2001.0
192,Metal Gear Solid 2: Sons of Liberty,PS2,Konami,Misc,,PC,Konami Digital Entertainment,Unknown,,,,,,,,,2003.0
192,Metal Gear Solid 2: Sons of Liberty,PS2,Konami,Misc,,X360,Konami Digital Entertainment,Unknown,,,,,,,,,2011.0
192,Metal Gear Solid 2: Sons of Liberty,PS2,Konami,Misc,,PS3,Konami Digital Entertainment,Unknown,,,,,,,,,2011.0
193,The Legend of Zelda: Ocarina of Time 3D,3DS,Nintendo,Action-Adventure,E10,3DS,Nintendo,GREZZO,9.5,,5.62,,,,,,2011.0
193,The Legend of Zelda: Ocarina of Time 3D,3DS,Nintendo,Adventure,E10,3DS,Nintendo,GREZZO,9.3,,,2.0,1.42,0.01,0.56,,2011.0
194,Metal Gear Solid,PS,Konami,Action,M,PS,Konami,Konami Computer Entertainment Japan,9.3,,6.0,,,,,,1998.0
194,Metal Gear Solid,PS,Konami,Action,E,GB,Konami,TOSE Software,,,,0.07,,,0.07,,2000.0
194,Metal Gear Solid,PS,Konami,Action,M,PSN,Konami,Konami Computer Entertainment Japan,,,,0.0,,0.0,0.0,0.0,2009.0
194,Metal Gear Solid,PS,Konami,Action,M,PC,Konami,Digital Dialect,8.5,,,0.0,,0.0,,0.0,2000.0
194,Metal Gear Solid,PS,Konami,Action,E,GB,Konami,Konami Computer Entertainment Japan,9.6,,,,,,,,2000.0
195,Myst,PC,Broderbund,Adventure,E,PC,Broderbund,Cyan Worlds,8.9,,6.0,,,,,,1995.0
195,Myst,PC,Broderbund,Adventure,E,DS,Empire Interactive,Hopelite Research,,,,0.1,0.09,0.0,,0.01,2008.0
195,Myst,PC,Broderbund,Adventure,E,PS,Psygnosis,Alfa System,,,,0.07,,,0.07,0.0,1996.0
195,Myst,PC,Broderbund,Adventure,E,SAT,Acclaim Entertainment,SunSoft,,,,0.06,,,0.06,0.0,1995.0
195,Myst,PC,Broderbund,Adventure,,PSP,Midway Games,Cyan Worlds,,,,0.01,,0.01,,0.0,2006.0
195,Myst,PC,Broderbund,Adventure,,3DO,Sunsoft,Cyan Worlds,,,,,,,,,1995.0
195,Myst,PC,Broderbund,Adventure,E,AJ,Atari,Cyan Worlds,,,,,,,,,1995.0
195,Myst,PC,Broderbund,Adventure,E,PSN,Midway Games,Hoplite Research,,,,,,,,,2009.0
196,Sonic the Hedgehog 2,GEN,Sega,Platform,,GEN,Sega,Sonic Team,,,6.0,,,,,,1992.0
196,Sonic the Hedgehog 2,GEN,Sega,Platform,,GG,Sega,Aspect,,,,0.04,,,0.04,,1992.0
196,Sonic the Hedgehog 2,GEN,Sega,Platform,E,VC,Sega,Sonic Team,,,,,,,,,2007.0
196,Sonic the Hedgehog 2,GEN,Sega,Platform,E,XBL,Sega,Backbone Entertainment,,,,,,,,,2007.0
196,Sonic the Hedgehog 2,GEN,Sega,Platform,,MS,Sega,Sega,,,,,,,,,1992.0
196,Sonic the Hedgehog 2,GEN,Sega,Platform,E,PSN,Sega,Sonic Team,,,,,,,,,2011.0
196,Sonic the Hedgehog 2,GEN,Sega,Platform,,PC,Sega,Sega,,,,,,,,,2011.0
197,Metal Gear Solid 4: Guns of the Patriots,PS3,Konami,Action,M,PS3,Konami,Kojima Productions,9.3,9.8,,6.0,2.63,1.72,0.83,0.81,2008.0
198,Euro Truck Simulator 2,PC,SCS Software,Simulation,,PC,SCS Software,SCS Software,8.5,,5.98,,,,,,2013.0
199,Mario Kart: Super Circuit,GBA,Nintendo,Racing,E,GBA,Nintendo,Intelligent Systems,9.3,,5.91,,,,,,2001.0
199,Mario Kart: Super Circuit,GBA,Nintendo,Racing,,WiiU,Nintendo,Intelligent Systems,,,,,,,,,2014.0
200,Super Mario Sunshine,GC,Nintendo,Platform,E,GC,Nintendo,Nintendo EAD,9.2,,5.91,,,,,,2002.0
